id,duration,text_raw,cleaned_text
15067,11.04,پوتین راه هرگونه مذاکره ایران با قدرت‌های غربی و کشورهای منطقه را مسدود کرد تا یک ایران ضعیف و درمانده را به آغوش بکشد.,پوتین راه هرگونه مذاکره ایران با قدرت‌های غربی و کشورهای منطقه را مسدود کرد تا یک ایران ضعیف و درمانده را به آغوش بکشد.
14051,2.95,بالاخره یه خبر خوب!,بالاخره یه خبر خوب!
6871,3.36,ولی وقتی آینده مبهمه، آدم می‌ترسه.,ولی وقتی آینده مبهمه، آدم می‌ترسه.
3584,3.36,با سوسیس و کالباس سرسنگین باشید.,با سوسیس و کالباس سرسنگین باشید.
18559,3.42,زوفی از پشت درخت نگاه کرد.,زوفی از پشت درخت نگاه کرد.
16772,5.58,غذایی که با دست‌های خود و برای عزیزانت درست می‌کنی، طعم متفاوتی دارد؛,غذایی که با دست‌های خود و برای عزیزانت درست می‌کنی، طعم متفاوتی دارد؛
35744,6.96,به دلیل پرداخت نشدن مطالباتش از این باشگاه به فیفا شکایت کرده بود.,به دلیل پرداخت نشدن مطالباتش از این باشگاه به فیفا شکایت کرده بود.
22962,15.48,توسعه شیلات و آبزی‌پروری به عنوان یکی‌از منابع پایدار غذایی، در سال‌های اخیر بیش از پیش مورد توجه قرار گرفته و می‌تواند نقش مهمی در امنیت غذایی آینده داشته باشد.,توسعه شیلات و آبزی‌پروری به عنوان یکی‌از منابع پایدار غذایی، در سال‌های اخیر بیش از پیش مورد توجه قرار گرفته و می‌تواند نقش مهمی در امنیت غذایی آینده داشته باشد.
8331,4.655,کتاب خوندن تمرکز می‌خواد، و ذهن شلوغ تمرکز حالیش نیست.,کتاب خوندن تمرکز می‌خواد، و ذهن شلوغ تمرکز حالیش نیست.
6186,3.6,خاک برسرت با قول‌هات,خاک برسرت با قول‌هات
16288,7.62,او همیشه توقع دارد که دیگران مشکلاتش را حل کنند.,او همیشه توقع دارد که دیگران مشکلاتش را حل کنند.
38547,1.8,پیش‌نیاز دانشگاه,پیش‌نیاز دانشگاه
4336,4.2,هدفش صادرات فناوری ایرانی به جهان است.,هدفش صادرات فناوری ایرانی به جهان است.
7604,5.461375,مراحل فیلمبرداری این فیلم از تابستان امسال آغاز می‌شود.,مراحل فیلمبرداری این فیلم از تابستان امسال آغاز می‌شود.
10369,3.12,قوانین خانه دوران کودکی شما چه بود؟,قوانین خانه دوران کودکی شما چه بود؟
27145,7.1475,شمایی که یه پرده از بادمجون روشن‌تری دیگه آفتاب گرفتنت چیه؟,شمایی که یه پرده از بادمجون روشن‌تری دیگه آفتاب گرفتنت چیه؟
28519,2.82,حوادث خونین مشهد مقدس,حوادث خونین مشهد مقدس
25157,5.44,ایشاع نازا بود و حضرت زکریا هم در اوج کهنسالی,ایشاع نازا بود و حضرت زکریا هم در اوج کهنسالی
22886,5.1,در پنج‌کیلومتری مقصد، مناظر طبیعی زیبا نمایان شدند.,در پنج‌کیلومتری مقصد، مناظر طبیعی زیبا نمایان شدند.
21965,6.805375,خانه دو طبقه‌ای که او با آن تصادف کرد «غیرقابل سکونت» اعلام شده است.,خانه دو طبقه‌ای که او با آن تصادف کرد «غیرقابل سکونت» اعلام شده است.
4242,2.88,مگه نمی‌گید میخواید لیسانس بخونید؟,مگه نمی‌گید میخواید لیسانس بخونید؟
36329,4.9066875,سلام من سال ۹۷ - ۹۸ فارغ‌التحصیل شدم.,سلام من سال نود و هفت - نود و هشت فارغ‌التحصیل شدم.
37230,4.74,اهل وقت تلف کردنی یا کار و تلاش؟,اهل وقت تلف کردنی یا کار و تلاش؟
2965,2.28,دوتایی زدیم زیر خنده,دوتایی زدیم زیر خنده
8047,8.34,استغفار از گناهان، راهی برای تطهیر روح و نزدیک‌شدن به خداوند است.,استغفار از گناهان، راهی برای تطهیر روح و نزدیک‌شدن به خداوند است.
18445,6.3,سیدحسین حسینی: تا مشکلمان با صدا و سیما حل نشود حرفی نمی‌زنیم.,سیدحسین حسینی: تا مشکلمان با صدا و سیما حل نشود حرفی نمی‌زنیم.
29741,3.12,کم‌کم تغییرات شروع شد.,کم‌کم تغییرات شروع شد.
3539,5.52,عدد ۷ با صدای بچگانه‌ای گفت: - «من آخرین ۷ این دنیا هستم!»,عدد هفت با صدای بچگانه‌ای گفت: - «من آخرین هفت این دنیا هستم!»
9786,2.94,پرونده‌‌های افراد گم‌شده,پرونده‌‌های افراد گم‌شده
18877,3.36,درسته.. ولی ازش غافل نشین,درسته.. ولی ازش غافل نشین
14819,3.42,مشکلات ثبت‌نام طرح ملی مسکن,مشکلات ثبت‌نام طرح ملی مسکن
35036,3.0506875,خودنگری را بۀاد بیاورید,خودنگری را بۀاد بیاورید
39347,6.42,در این میان پوشش خانم‌های ترکمن بسیار در نظرم جلب توجه می‌نمود.,در این میان پوشش خانم‌های ترکمن بسیار در نظرم جلب توجه می‌نمود.
25097,7.92,بی‌خبر از آنکه اینجا تهران نیست و ظاهرا هزینه‌ها زمین تا آسمان توفیر دارد.,بی‌خبر از آنکه اینجا تهران نیست و ظاهرا هزینه‌ها زمین تا آسمان توفیر دارد.
25077,6.6,مثل اینکه خیلی خوشت میاد اینا اینجور دست و پا بزنن برا یه لقمه نون!,مثل اینکه خیلی خوشت میاد اینا اینجور دست و پا بزنن برا یه لقمه نون!
25238,8.88,شاهنامه‌خوانی درگذشته بیشتر در جمع‌های خانوادگی، قهوه‌خانه‌ها و آیین‌های اجتماعی انجام می‌شد.,شاهنامه‌خوانی درگذشته بیشتر در جمع‌های خانوادگی، قهوه‌خانه‌ها و آیین‌های اجتماعی انجام می‌شد.
19315,10.68,پس از دوران مدرسه، او رشته صنایع‌دستی را در دانشگاه یزد ادامه داد و خودش را وقف احیا و نوسازی هنر سفالگری سنتی کرد.,پس از دوران مدرسه، او رشته صنایع‌دستی را در دانشگاه یزد ادامه داد و خودش را وقف احیا و نوسازی هنر سفالگری سنتی کرد.
24395,4.8,یه روز می‌گن کالاتون از شرکتش نیومده.,یه روز می‌گن کالاتون از شرکتش نیومده.
12779,2.97,این حرفا چیه می‌زنی؟,این حرفا چیه می‌زنی؟
6832,8.341375,ارتباط عاطفی با موسیقی به صدای شما روح می‌بخشه و اون رو به ابزاری برای بیان داستان‌ها و احساسات تبدیل می‌کنه.,ارتباط عاطفی با موسیقی به صدای شما روح می‌بخشه و اون رو به ابزاری برای بیان داستان‌ها و احساسات تبدیل می‌کنه.
9609,4.0106875,در جای خالی منشی شرکت، خانم عباسی، نشست.,در جای خالی منشی شرکت، خانم عباسی، نشست.
27928,4.2026875,تظاهرات ضدآمریکایی رو هفته پیش تو اخبار دیدی؟,تظاهرات ضدآمریکایی رو هفته پیش تو اخبار دیدی؟
6004,5.94,سامان لبخند زد و گفت: شیراز را باید با غذاهایش شناخت.,سامان لبخند زد و گفت: شیراز را باید با غذاهایش شناخت.
29996,1.9626875,چشم,چشم
20556,2.33,پاشو که مدرسه‌ات دیر می‌شه.,پاشو که مدرسه‌ات دیر می‌شه.
22585,5.64,خاویار ایران یکی‌از مشهورترین و گران‌بهاترین محصولات شیلاتی جهان است.,خاویار ایران یکی‌از مشهورترین و گران‌بهاترین محصولات شیلاتی جهان است.
12829,3.36,آنها در تنهایی و ناامیدی به سر می‌برند.,آنها در تنهایی و ناامیدی به سر می‌برند.
33553,9.7706875,وقت آن بود که ترنم را که به او نیاز داشت، پدرانه در آغوش بگیرد و تا آخر عمر چتر حمایتش را از سر او برندارد.,وقت آن بود که ترنم را که به او نیاز داشت، پدرانه در آغوش بگیرد و تا آخر عمر چتر حمایتش را از سر او برندارد.
8399,1.62,خیلی‌ها خسته‌اند!,خیلی‌ها خسته‌اند!
1305,3.48,راست می‌گی حکومت دیکتاتوری یعنی این,راست می‌گی حکومت دیکتاتوری یعنی این
36620,3.968,اگه فرد گم‌شده فرار کرده باشه چی؟,اگه فرد گم‌شده فرار کرده باشه چی؟
1347,3.9,این دستور رو از کجا گرفتی؟,این دستور رو از کجا گرفتی؟
38513,6.48,پسر بزرگه رفت دنبال کار دیگه، گفت بنا بودن سخته.,پسر بزرگه رفت دنبال کار دیگه، گفت بنا بودن سخته.
1981,5.23,برا کسی که تو عمرش ریاضی نخونده یکم مشکله,برا کسی که تو عمرش ریاضی نخونده یکم مشکله
33959,7.92,دیروز در فروشگاه یک کارت‌پستال رنگارنگ خریدم تا برای دوست قدیمی‌ام بفرستم.,دیروز در فروشگاه یک کارت‌پستال رنگارنگ خریدم تا برای دوست قدیمی‌ام بفرستم.
9367,1.74,چه سکوتی!,چه سکوتی!
32780,5.7625,این متن با ارائه توصیفات بالا چنین نوشته است,این متن با ارایه توصیفات بالا چنین نوشته است
14951,9.24,ساخت محصول خوب بدون تیم سالم ممکن نیست و تیم سالم بدون رهبری آگاهانه شکل نمی‌گیرد.,ساخت محصول خوب بدون تیم سالم ممکن نیست و تیم سالم بدون رهبری آگاهانه شکل نمی‌گیرد.
9072,4.38,اهل برنامه‌ریزی هستی یا هرچه پیش آید خوش آید؟,اهل برنامه‌ریزی هستی یا هرچه پیش آید خوش آید؟
26086,7.8,خجالت از فرزندان معصومی که قرار است از فردا سر کلاس برویم و با آنان روبرو شویم.,خجالت از فرزندان معصومی که قرار است از فردا سر کلاس برویم و با آنان روبرو شویم.
27668,5.0535,او عاشق سفر است و همیشه دوربینش را همراه دارد تا هر گوشه از ایران را ثبت کند.,او عاشق سفر است و همیشه دوربینش را همراه دارد تا هر گوشه از ایران را ثبت کند.
6600,5.58,موهایش سفید شده بود، اما چشمانش هنوز پر از زندگی بودند.,موهایش سفید شده بود، اما چشمانش هنوز پر از زندگی بودند.
28803,2.4,دو هفته بعدش آشتی کردن!,دو هفته بعدش آشتی کردن!
18350,6.72,احساس درک‌شدۀ علی از ماجرا همون چیزی بود که منم حس کرده بودم.,احساس درک‌شدۀ علی از ماجرا همون چیزی بود که منم حس کرده بودم.
26055,5.34,برای اینکه بتوانند جامعۀ کارگری را در مقابل نظام قرار بدهند.,برای اینکه بتوانند جامعۀ کارگری را در مقابل نظام قرار بدهند.
30451,4.38,حرفاش خیلی ساده بود، انگار از ته دلش می‌گفت.,حرفاش خیلی ساده بود، انگار از ته دلش می‌گفت.
36749,2.4,چه داستان زیبایی!,چه داستان زیبایی!
15336,5.34,صدای موسیقی باعث آرامش روح و روان می‌شود.,صدای موسیقی باعث آرامش روح و روان می‌شود.
20429,5.4,این شایعه صحت ندارد و همتی هم‌اکنون در جلسه هیئت‌دولت حاضر شده است.,این شایعه صحت ندارد و همتی هم‌اکنون در جلسه هییت‌دولت حاضر شده است.
6581,4.08,اسرار تاریخی کمیته مجازات,اسرار تاریخی کمیته مجازات
16440,7.509375,تا جایی که می‌توانست از این آسیب فاصله گرفت و آن را پشت‌سر گذاشت.,تا جایی که می‌توانست از این آسیب فاصله گرفت و آن را پشت‌سر گذاشت.
31565,5.0986875,راهنما و نقشه برای بهبودی از ترومای دوران کودکی,راهنما و نقشه برای بهبودی از ترومای دوران کودکی
21514,3.12,باید گوش کنی، درک کنی، ببخشی.,باید گوش کنی، درک کنی، ببخشی.
38919,14.52,شرط خروج از کشور شرط خروج از کشور یکی‌از شروط مهم در عقد نکاح است که به زوجین این حق را می‌دهد تا در مورد خروج از کشور با یکدیگر توافق کنند.,شرط خروج از کشور شرط خروج از کشور یکی‌از شروط مهم در عقد نکاح است که به زوجین این حق را می‌دهد تا در مورد خروج از کشور با یکدیگر توافق کنند.
6628,3.72,اما الان اصلا زمان مناسبی نیس.,اما الان اصلا زمان مناسبی نیس.
2075,6.84,ژرفای اقیانوس‌ها همیشه برای دانشمندان منشأ شگفتی بوده است.,ژرفای اقیانوس‌ها همیشه برای دانشمندان منشا شگفتی بوده است.
31976,3.733375,سهمیه بنزین بهمن‌ماه واریز شد.,سهمیه بنزین بهمن‌ماه واریز شد.
36512,2.7,باد از شرق می‌وزد!,باد از شرق می‌وزد!
22494,3.66,قهرمان شنای عربستان غرق شد!,قهرمان شنای عربستان غرق شد!
12204,3.5275,یک شب امیرحسین آمد و کنارم نشست.,یک شب امیرحسین آمد و کنارم نشست.
26439,2.88,گور بابای نکونام الدنگ,گور بابای نکونام الدنگ
29400,7.2,با وجود همه این چالش‌ها، سالمندی یک تهدید حتمی نیست.,با وجود همه این چالش‌ها، سالمندی یک تهدید حتمی نیست.
17920,4.08,با منی؟,با منی؟
14495,6.84,فردی که افسردگی کاملا نهفته دارد دقیقا با چنین چالشی روبه‌رو می‌شود.,فردی که افسردگی کاملا نهفته دارد دقیقا با چنین چالشی روبه‌رو می‌شود.
7790,5.04,صمیمیت و رفاقت جانانه آن روزها را به‌خاطر داشت.,صمیمیت و رفاقت جانانه آن روزها را به‌خاطر داشت.
4465,4.3946875,اجتماع و تبانی علیه امنیت کشور,اجتماع و تبانی علیه امنیت کشور
11467,5.04,پوتین یک سرمایه‌دار بزرگ و رانت‌خوار و همدست با مافیای روسی هست.,پوتین یک سرمایه‌دار بزرگ و رانت‌خوار و همدست با مافیای روسی هست.
15295,5.88,قطعه‌ای که از نظر من مثل نقاشی زیبایی از هر کدام از آن‌ها بود.,قطعه‌ای که از نظر من مثل نقاشی زیبایی از هر کدام از آن‌ها بود.
17580,13.74,باید دقت و کوشش بسیار به کار برد تا انسان‌های روشنفکر تحصیل‌کرده و دارای استقلال فکر - شجاع و حقیقت‌جو، از لایه‌های بالای جامعه تربیت نمود.,باید دقت و کوشش بسیار به کار برد تا انسان‌های روشنفکر تحصیل‌کرده و دارای استقلال فکر - شجاع و حقیقت‌جو، از لایه‌های بالای جامعه تربیت نمود.
10692,4.76,همیشه چیزی رو از دست می‌دی که از داشتنش مطمئنی!,همیشه چیزی رو از دست می‌دی که از داشتنش مطمینی!
28587,4.56,یه وقتایی که آسانسور خراب می‌شه، باید از بالابر استفاده کنیم.,یه وقتایی که آسانسور خراب می‌شه، باید از بالابر استفاده کنیم.
8828,4.92,اعتماد عمومی سرمایه بزرگیه که از دست رفته.,اعتماد عمومی سرمایه بزرگیه که از دست رفته.
32012,2.82,لیلی، شرمگین، سر به زیر انداخت!,لیلی، شرمگین، سر به زیر انداخت!
33613,4.14,اگر روسیه حمله سایبری را دنبال کند، آمریکا پاسخ خواهد داد.,اگر روسیه حمله سایبری را دنبال کند، آمریکا پاسخ خواهد داد.
5868,8.46,همزمان با ادامه جنایات رژیم صهیونیستی علیه مردم بی‌دفاع غزه و تلاش برای متوقف کردن این جنایات,همزمان با ادامه جنایات رژیم صهیونیستی علیه مردم بی‌دفاع غزه و تلاش برای متوقف کردن این جنایات
24234,3.3,می‌شه لطفا به همه نه بگی، جزمن؟,می‌شه لطفا به همه نه بگی، جزمن؟
32650,13.5,تقریبا روزی نمی‌توان سراغ گرفت که در خانه یا محل کار نشسته باشی و با یک اتفاق غیرمنتظره که فشار روانی کم یا زیادی را متوجه شما نماید، مواجه نشوید.,تقریبا روزی نمی‌توان سراغ گرفت که در خانه یا محل کار نشسته باشی و با یک اتفاق غیرمنتظره که فشار روانی کم یا زیادی را متوجه شما نماید، مواجه نشوید.
30448,4.98,با هر بازدمی، بخشی از حرارت درون کالبدشان را بیرون می‌دادند.,با هر بازدمی، بخشی از حرارت درون کالبدشان را بیرون می‌دادند.
538,2.4106875,گلویم خشک شد.,گلویم خشک شد.
30980,9.24,برنامه‌ریزی غذایی و خرید به‌صرفه باعث کاهش دورریز موادغذایی می‌شود و خانواده‌ها می‌توانند بودجه خود را بهتر مدیریت کنند.,برنامه‌ریزی غذایی و خرید به‌صرفه باعث کاهش دورریز موادغذایی می‌شود و خانواده‌ها می‌توانند بودجه خود را بهتر مدیریت کنند.
27514,2.7,بیا یه عکس بگیریم یادگاری,بیا یه عکس بگیریم یادگاری
2385,11.52,خرداد ماه سال جاری بعد از ماجرای الکل‌های تقلبی در کرج و فوت و نابینا شدن تعدادی از مصرف‌کنندگان، جلساتی تشکیل شد.,خرداد ماه سال جاری بعد از ماجرای الکل‌های تقلبی در کرج و فوت و نابینا شدن تعدادی از مصرف‌کنندگان، جلساتی تشکیل شد.
24580,2.7,مشکل دیگری هم وجود دارد.,مشکل دیگری هم وجود دارد.
1991,4.62,می‌تونیم به صورت ساده با ایمیل خودمون ایمیل بزنیم بهشون؟,می‌تونیم به صورت ساده با ایمیل خودمون ایمیل بزنیم بهشون؟
31692,12.36,معماری ایرانی در اشعارشان چیزی فراتر از دیوار و سقف است؛ روح دارد، سخن می‌گوید و مفاهیمی چون وحدت، جاودانگی و راز هستی را بازتاب می‌دهد.,معماری ایرانی در اشعارشان چیزی فراتر از دیوار و سقف است؛ روح دارد، سخن می‌گوید و مفاهیمی چون وحدت، جاودانگی و راز هستی را بازتاب می‌دهد.
14818,13.08,او از جمله کسانی بود که باور داشت فرهنگ زنده، فرهنگی است که همیشه پرسش می‌کند، می‌کاود و از نو می‌سازد.,او از جمله کسانی بود که باور داشت فرهنگ زنده، فرهنگی است که همیشه پرسش می‌کند، می‌کاود و از نو می‌سازد.
1029,10.62,اگرچه کافه‌های امروزی شباهت‌هایی ظاهری با قهوه‌خانه‌ها دارند، اما از نظر کارکرد اجتماعی تفاوت‌های قابل توجهی میان آن‌ها وجود دارد.,اگرچه کافه‌های امروزی شباهت‌هایی ظاهری با قهوه‌خانه‌ها دارند، اما از نظر کارکرد اجتماعی تفاوت‌های قابل توجهی میان آن‌ها وجود دارد.
25849,7.14,ایشان در ابتدای کتاب که بحث و جدل با پدرش را روایت می‌کند.,ایشان در ابتدای کتاب که بحث و جدل با پدرش را روایت می‌کند.
26523,8.7,در نهایت، شبکه‌های اجتماعی ابزاری مفید هستند به شرط آنکه به‌درستی استفاده شوند.,در نهایت، شبکه‌های اجتماعی ابزاری مفید هستند به شرط آنکه به‌درستی استفاده شوند.
15625,4.26,اگر واژه حقانیت را مترادف مشروعیت بکار بگیریم.,اگر واژه حقانیت را مترادف مشروعیت بکار بگیریم.
28129,5.376,صبور باشید و به خودتان فرصت و اجازه اشتباه بدهید.,صبور باشید و به خودتان فرصت و اجازه اشتباه بدهید.
31007,2.048,دلم شور افتاد,دلم شور افتاد
13682,3.66,جاش ایرانی که نمی‌گیرن.,جاش ایرانی که نمی‌گیرن.
36179,7.8,به‌طور کلی، تاریخچه چوگان نشان می‌دهد که این بازی نه‌تنها یک فعالیت ورزشی بلکه بخشی از تاریخ و هویت ملی ایران است.,به‌طور کلی، تاریخچه چوگان نشان می‌دهد که این بازی نه‌تنها یک فعالیت ورزشی بلکه بخشی از تاریخ و هویت ملی ایران است.
23172,5.28,هر بار که حتی چند خط می‌خونی، یعنی داری به ذهنت یاد می‌دی آروم بشه.,هر بار که حتی چند خط می‌خونی، یعنی داری به ذهنت یاد می‌دی آروم بشه.
12269,8.04,اقدامات قانونی تدوین این سند حداکثر تا پایان سال ۱۴۰۱ باید انجام شود.,اقدامات قانونی تدوین این سند حداکثر تا پایان سال یک هزار و چهارصد و یک باید انجام شود.
29458,8.28,ارتباطات بین‌المللی به دلیل ویژگی‌های درآمیخته فرهنگی گاهی با چالش‌هایی مواجه می‌شود.,ارتباطات بین‌المللی به دلیل ویژگی‌های درآمیخته فرهنگی گاهی با چالش‌هایی مواجه می‌شود.
9639,4.08,ما در مورد پناهندگی اطلاع نداریم.,ما در مورد پناهندگی اطلاع نداریم.
8205,4.26,آمریکا، چین را به دلیل واردات نفت ایران تهدید کرد,آمریکا، چین را به دلیل واردات نفت ایران تهدید کرد
21222,1.92,می‌شه یه راهنمایی کنین لطفا,می‌شه یه راهنمایی کنین لطفا
26570,7.44,حملات هدفمند به مدارس و مساجد مزدحم نیاز به تحقیق فوری و پاسخ‌دهی دارد.,حملات هدفمند به مدارس و مساجد مزدحم نیاز به تحقیق فوری و پاسخ‌دهی دارد.
39085,5.04,برای کارگردانی مهارت‌های خاصی لازمه که هر سینماگری باید اونا رو یاد بگیره.,برای کارگردانی مهارت‌های خاصی لازمه که هر سینماگری باید اونا رو یاد بگیره.
239,1.856,کمربند مشکی,کمربند مشکی
24070,13.7125,همچنین نقش لهجه در زبان فرانسه اهمیت زیادی دارد و استفاده درست از حرکات و نشانه‌های نوشتاری برای انتقال تلفظ صحیح بسیار حیاتی است.,همچنین نقش لهجه در زبان فرانسه اهمیت زیادی دارد و استفاده درست از حرکات و نشانه‌های نوشتاری برای انتقال تلفظ صحیح بسیار حیاتی است.
10732,5.22,گوگوش از خوانندگان مشهور موسیقی ایران است.,گوگوش از خوانندگان مشهور موسیقی ایران است.
1918,2.64,با کی بیشتر وقت می‌گذرونی؟,با کی بیشتر وقت می‌گذرونی؟
28914,5.34,گوشیم رمز داره و اطلاعاتش حفاظت‌شده‌س.,گوشیم رمز داره و اطلاعاتش حفاظت‌شده‌س.
37880,4.2666875,اگر یکی‌از این واکنش‌های ناخوشایند را دریافت کنید.,اگر یکی‌از این واکنش‌های ناخوشایند را دریافت کنید.
24089,2.22,پس چشم دلت روشن.,پس چشم دلت روشن.
2799,5.1,در بازگشت به ایران، تجربه‌هایش را با دیگر تاجران به اشتراک گذاشت.,در بازگشت به ایران، تجربه‌هایش را با دیگر تاجران به اشتراک گذاشت.
37617,1.98,خودت می‌دونی!,خودت می‌دونی!
9023,8.94,هنرمند بلژیکی در تلاشی ۱۰ ساله یک درخت را به این شکل رشد داده و آن را به یک جاذبه توریستی پردرآمد تبدیل کرده است.,هنرمند بلژیکی در تلاشی ده ساله یک درخت را به این شکل رشد داده و آن را به یک جاذبه توریستی پردرآمد تبدیل کرده است.
30473,7.957375,انتقال ۵۰ نفر به مراکز درمانی مدیرعامل جمعیت هلال‌احمر گلستان,انتقال پنجاه نفر به مراکز درمانی مدیرعامل جمعیت هلال‌احمر گلستان
27580,2.6666875,شاید هنوز آماده نباشید.,شاید هنوز آماده نباشید.
24991,5.4625,دیگه ساعت‌های قطعی اینترنت رو نمی‌شمرم.,دیگه ساعت‌های قطعی اینترنت رو نمی‌شمرم.
2008,4.757375,کسی اگر دارد، لطفا فصل سوم را برایم بفرستد.,کسی اگر دارد، لطفا فصل سوم را برایم بفرستد.
26660,4.68,تا حد زیادی احساس هدفمندی و اشتیاقم را مدیون آن‌ها هستم.,تا حد زیادی احساس هدفمندی و اشتیاقم را مدیون آن‌ها هستم.
15153,6.66,آیلین شروع به گشتن توی غار کرد و بعد از مدتی یه عالمه استخوان پیدا کرد.,آیلین شروع به گشتن توی غار کرد و بعد از مدتی یه عالمه استخوان پیدا کرد.
33834,7.92,تأکید بر نقش نوآوری، آموزش و سرمایه انسانی به عنوان موتورهای رشد پایدار,تاکید بر نقش نوآوری، آموزش و سرمایه انسانی به عنوان موتورهای رشد پایدار
13761,3.78,مجبور بود ناراحتی‌اش را پنهان کند.,مجبور بود ناراحتی‌اش را پنهان کند.
38884,1.5,منظور چیه؟,منظور چیه؟
32034,2.34,سریال جدید,سریال جدید
33323,6.06,در فرهنگ‌های مختلف عطسه معانی گوناگونی داشته است.,در فرهنگ‌های مختلف عطسه معانی گوناگونی داشته است.
2007,6.87,اوایل فکر می‌کردیم با صبر و تحمل همه‌چی درست می‌شه، ولی الان بیشتر دنبال ثباتیم تا تغییرای هیجانی.,اوایل فکر می‌کردیم با صبر و تحمل همه‌چی درست می‌شه، ولی الان بیشتر دنبال ثباتیم تا تغییرای هیجانی.
28121,6.96,بیداری ذهنی یکی‌از مهم‌ترین عوامل پیشرفت در زندگی انسان است.,بیداری ذهنی یکی‌از مهم‌ترین عوامل پیشرفت در زندگی انسان است.
4733,3.2,کارهامون خیلی سریع انجام شد,کارهامون خیلی سریع انجام شد
18542,4.86,حتی امکان دارد شریک زندگی‌تان در ابتدا مردد باشد,حتی امکان دارد شریک زندگی‌تان در ابتدا مردد باشد
5071,8.2346875,فاطیما آریان‌پور، موزه‌ای از عروسک‌های سنتی ایرانی را در خانه پدربزرگش راه‌اندازی کرده.,فاطیما آریان‌پور، موزه‌ای از عروسک‌های سنتی ایرانی را در خانه پدربزرگش راه‌اندازی کرده.
7981,4.08,در راه برگشت، با او دربارۀ مدرسه و دوست‌هایش صحبت می‌کرد.,در راه برگشت، با او دربارۀ مدرسه و دوست‌هایش صحبت می‌کرد.
24603,5.22,شرح و بسط و تفصیل این فصل جلیل را در جای دیگر باید دنبال کرد.,شرح و بسط و تفصیل این فصل جلیل را در جای دیگر باید دنبال کرد.
39019,11.1,روش‌هایی مانند مدیتیشن و تمرینات تنفسی می‌توانند به افزایش آگاهی نسبت به لحظۀ حال و کاهش استرس‌های مرتبط با گذشته کمک کنند.,روش‌هایی مانند مدیتیشن و تمرینات تنفسی می‌توانند به افزایش آگاهی نسبت به لحظۀ حال و کاهش استرس‌های مرتبط با گذشته کمک کنند.
